date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag,same day year ago,
20100823,8/23/2010,1,23,600,Monday,Mon,Weekday,35,88,8/23/2010,20100823,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/23/2009,
20100824,8/24/2010,2,24,601,Tuesday,Tue,Weekday,35,88,8/23/2010,20100823,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/24/2009,
20100825,8/25/2010,3,25,602,Wednesday,Wed,Weekday,35,88,8/23/2010,20100823,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/25/2009,
20100826,8/26/2010,4,26,603,Thursday,Thu,Weekday,35,88,8/23/2010,20100823,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/26/2009,
20100827,8/27/2010,5,27,604,Friday,Fri,Weekday,35,88,8/23/2010,20100823,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/27/2009,
20100828,8/28/2010,6,28,605,Saturday,Sat,Weekend,35,88,8/23/2010,20100823,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/28/2009,
20100829,8/29/2010,7,29,606,Sunday,Sun,Weekend,35,88,8/23/2010,20100823,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/29/2009,
20100830,8/30/2010,1,30,607,Monday,Mon,Weekday,36,89,8/30/2010,20100830,8,20,August,Aug,3,2010,201008,2,1,2011,Not Month End,8/30/2009,
20100831,8/31/2010,2,31,608,Tuesday,Tue,Weekday,36,89,8/30/2010,20100830,8,20,August,Aug,3,2010,201008,2,1,2011,Month End,8/31/2009,
20100901,9/1/2010,3,1,609,Wednesday,Wed,Weekday,36,89,8/30/2010,20100830,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/1/2009,
20100902,9/2/2010,4,2,610,Thursday,Thu,Weekday,36,89,8/30/2010,20100830,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/2/2009,
20100903,9/3/2010,5,3,611,Friday,Fri,Weekday,36,89,8/30/2010,20100830,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/3/2009,
20100904,9/4/2010,6,4,612,Saturday,Sat,Weekend,36,89,8/30/2010,20100830,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/4/2009,
20100905,9/5/2010,7,5,613,Sunday,Sun,Weekend,36,89,8/30/2010,20100830,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/5/2009,
20100906,9/6/2010,1,6,614,Monday,Mon,Weekday,37,90,9/6/2010,20100906,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/6/2009,
20100907,9/7/2010,2,7,615,Tuesday,Tue,Weekday,37,90,9/6/2010,20100906,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/7/2009,
20100908,9/8/2010,3,8,616,Wednesday,Wed,Weekday,37,90,9/6/2010,20100906,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/8/2009,
20100909,9/9/2010,4,9,617,Thursday,Thu,Weekday,37,90,9/6/2010,20100906,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/9/2009,
20100910,9/10/2010,5,10,618,Friday,Fri,Weekday,37,90,9/6/2010,20100906,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/10/2009,
20100911,9/11/2010,6,11,619,Saturday,Sat,Weekend,37,90,9/6/2010,20100906,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/11/2009,
20100912,9/12/2010,7,12,620,Sunday,Sun,Weekend,37,90,9/6/2010,20100906,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/12/2009,
20100913,9/13/2010,1,13,621,Monday,Mon,Weekday,38,91,9/13/2010,20100913,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/13/2009,
20100914,9/14/2010,2,14,622,Tuesday,Tue,Weekday,38,91,9/13/2010,20100913,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/14/2009,
20100915,9/15/2010,3,15,623,Wednesday,Wed,Weekday,38,91,9/13/2010,20100913,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/15/2009,
20100916,9/16/2010,4,16,624,Thursday,Thu,Weekday,38,91,9/13/2010,20100913,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/16/2009,
20100917,9/17/2010,5,17,625,Friday,Fri,Weekday,38,91,9/13/2010,20100913,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/17/2009,
20100918,9/18/2010,6,18,626,Saturday,Sat,Weekend,38,91,9/13/2010,20100913,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/18/2009,
20100919,9/19/2010,7,19,627,Sunday,Sun,Weekend,38,91,9/13/2010,20100913,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/19/2009,
20100920,9/20/2010,1,20,628,Monday,Mon,Weekday,39,92,9/20/2010,20100920,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/20/2009,
20100921,9/21/2010,2,21,629,Tuesday,Tue,Weekday,39,92,9/20/2010,20100920,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/21/2009,
20100922,9/22/2010,3,22,630,Wednesday,Wed,Weekday,39,92,9/20/2010,20100920,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/22/2009,
20100923,9/23/2010,4,23,631,Thursday,Thu,Weekday,39,92,9/20/2010,20100920,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/23/2009,
20100924,9/24/2010,5,24,632,Friday,Fri,Weekday,39,92,9/20/2010,20100920,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/24/2009,
20100925,9/25/2010,6,25,633,Saturday,Sat,Weekend,39,92,9/20/2010,20100920,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/25/2009,
20100926,9/26/2010,7,26,634,Sunday,Sun,Weekend,39,92,9/20/2010,20100920,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/26/2009,
20100927,9/27/2010,1,27,635,Monday,Mon,Weekday,40,93,9/27/2010,20100927,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/27/2009,
20100928,9/28/2010,2,28,636,Tuesday,Tue,Weekday,40,93,9/27/2010,20100927,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/28/2009,
20100929,9/29/2010,3,29,637,Wednesday,Wed,Weekday,40,93,9/27/2010,20100927,9,21,September,Sep,3,2010,201009,3,1,2011,Not Month End,9/29/2009,
20100930,9/30/2010,4,30,638,Thursday,Thu,Weekday,40,93,9/27/2010,20100927,9,21,September,Sep,3,2010,201009,3,1,2011,Month End,9/30/2009,
20101001,10/1/2010,5,1,639,Friday,Fri,Weekday,40,93,9/27/2010,20100927,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/1/2009,
20101002,10/2/2010,6,2,640,Saturday,Sat,Weekend,40,93,9/27/2010,20100927,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/2/2009,
20101003,10/3/2010,7,3,641,Sunday,Sun,Weekend,40,93,9/27/2010,20100927,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/3/2009,
20101004,10/4/2010,1,4,642,Monday,Mon,Weekday,41,94,10/4/2010,20101004,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/4/2009,
20101005,10/5/2010,2,5,643,Tuesday,Tue,Weekday,41,94,10/4/2010,20101004,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/5/2009,
20101006,10/6/2010,3,6,644,Wednesday,Wed,Weekday,41,94,10/4/2010,20101004,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/6/2009,
20101007,10/7/2010,4,7,645,Thursday,Thu,Weekday,41,94,10/4/2010,20101004,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/7/2009,
20101008,10/8/2010,5,8,646,Friday,Fri,Weekday,41,94,10/4/2010,20101004,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/8/2009,
20101009,10/9/2010,6,9,647,Saturday,Sat,Weekend,41,94,10/4/2010,20101004,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/9/2009,
20101010,10/10/2010,7,10,648,Sunday,Sun,Weekend,41,94,10/4/2010,20101004,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/10/2009,
20101011,10/11/2010,1,11,649,Monday,Mon,Weekday,42,95,10/11/2010,20101011,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/11/2009,
20101012,10/12/2010,2,12,650,Tuesday,Tue,Weekday,42,95,10/11/2010,20101011,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/12/2009,
20101013,10/13/2010,3,13,651,Wednesday,Wed,Weekday,42,95,10/11/2010,20101011,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/13/2009,
20101014,10/14/2010,4,14,652,Thursday,Thu,Weekday,42,95,10/11/2010,20101011,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/14/2009,
20101015,10/15/2010,5,15,653,Friday,Fri,Weekday,42,95,10/11/2010,20101011,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/15/2009,
20101016,10/16/2010,6,16,654,Saturday,Sat,Weekend,42,95,10/11/2010,20101011,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/16/2009,
20101017,10/17/2010,7,17,655,Sunday,Sun,Weekend,42,95,10/11/2010,20101011,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/17/2009,
20101018,10/18/2010,1,18,656,Monday,Mon,Weekday,43,96,10/18/2010,20101018,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/18/2009,
20101019,10/19/2010,2,19,657,Tuesday,Tue,Weekday,43,96,10/18/2010,20101018,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/19/2009,
20101020,10/20/2010,3,20,658,Wednesday,Wed,Weekday,43,96,10/18/2010,20101018,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/20/2009,
20101021,10/21/2010,4,21,659,Thursday,Thu,Weekday,43,96,10/18/2010,20101018,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/21/2009,
20101022,10/22/2010,5,22,660,Friday,Fri,Weekday,43,96,10/18/2010,20101018,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/22/2009,
20101023,10/23/2010,6,23,661,Saturday,Sat,Weekend,43,96,10/18/2010,20101018,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/23/2009,
20101024,10/24/2010,7,24,662,Sunday,Sun,Weekend,43,96,10/18/2010,20101018,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/24/2009,
20101025,10/25/2010,1,25,663,Monday,Mon,Weekday,44,97,10/25/2010,20101025,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/25/2009,
20101026,10/26/2010,2,26,664,Tuesday,Tue,Weekday,44,97,10/25/2010,20101025,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/26/2009,
20101027,10/27/2010,3,27,665,Wednesday,Wed,Weekday,44,97,10/25/2010,20101025,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/27/2009,
20101028,10/28/2010,4,28,666,Thursday,Thu,Weekday,44,97,10/25/2010,20101025,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/28/2009,
20101029,10/29/2010,5,29,667,Friday,Fri,Weekday,44,97,10/25/2010,20101025,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/29/2009,
20101030,10/30/2010,6,30,668,Saturday,Sat,Weekend,44,97,10/25/2010,20101025,10,22,October,Oct,4,2010,201010,4,2,2011,Not Month End,10/30/2009,
20101031,10/31/2010,7,31,669,Sunday,Sun,Weekend,44,97,10/25/2010,20101025,10,22,October,Oct,4,2010,201010,4,2,2011,Month End,10/31/2009,
20101101,11/1/2010,1,1,670,Monday,Mon,Weekday,45,98,11/1/2010,20101101,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/1/2009,
20101102,11/2/2010,2,2,671,Tuesday,Tue,Weekday,45,98,11/1/2010,20101101,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/2/2009,
20101103,11/3/2010,3,3,672,Wednesday,Wed,Weekday,45,98,11/1/2010,20101101,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/3/2009,
20101104,11/4/2010,4,4,673,Thursday,Thu,Weekday,45,98,11/1/2010,20101101,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/4/2009,
20101105,11/5/2010,5,5,674,Friday,Fri,Weekday,45,98,11/1/2010,20101101,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/5/2009,
20101106,11/6/2010,6,6,675,Saturday,Sat,Weekend,45,98,11/1/2010,20101101,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/6/2009,
20101107,11/7/2010,7,7,676,Sunday,Sun,Weekend,45,98,11/1/2010,20101101,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/7/2009,
20101108,11/8/2010,1,8,677,Monday,Mon,Weekday,46,99,11/8/2010,20101108,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/8/2009,
20101109,11/9/2010,2,9,678,Tuesday,Tue,Weekday,46,99,11/8/2010,20101108,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/9/2009,
20101110,11/10/2010,3,10,679,Wednesday,Wed,Weekday,46,99,11/8/2010,20101108,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/10/2009,
20101111,11/11/2010,4,11,680,Thursday,Thu,Weekday,46,99,11/8/2010,20101108,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/11/2009,
20101112,11/12/2010,5,12,681,Friday,Fri,Weekday,46,99,11/8/2010,20101108,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/12/2009,
20101113,11/13/2010,6,13,682,Saturday,Sat,Weekend,46,99,11/8/2010,20101108,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/13/2009,
20101114,11/14/2010,7,14,683,Sunday,Sun,Weekend,46,99,11/8/2010,20101108,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/14/2009,
20101115,11/15/2010,1,15,684,Monday,Mon,Weekday,47,100,11/15/2010,20101115,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/15/2009,
20101116,11/16/2010,2,16,685,Tuesday,Tue,Weekday,47,100,11/15/2010,20101115,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/16/2009,
20101117,11/17/2010,3,17,686,Wednesday,Wed,Weekday,47,100,11/15/2010,20101115,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/17/2009,
20101118,11/18/2010,4,18,687,Thursday,Thu,Weekday,47,100,11/15/2010,20101115,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/18/2009,
20101119,11/19/2010,5,19,688,Friday,Fri,Weekday,47,100,11/15/2010,20101115,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/19/2009,
20101120,11/20/2010,6,20,689,Saturday,Sat,Weekend,47,100,11/15/2010,20101115,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/20/2009,
20101121,11/21/2010,7,21,690,Sunday,Sun,Weekend,47,100,11/15/2010,20101115,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/21/2009,
20101122,11/22/2010,1,22,691,Monday,Mon,Weekday,48,101,11/22/2010,20101122,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/22/2009,
20101123,11/23/2010,2,23,692,Tuesday,Tue,Weekday,48,101,11/22/2010,20101122,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/23/2009,
20101124,11/24/2010,3,24,693,Wednesday,Wed,Weekday,48,101,11/22/2010,20101122,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/24/2009,
20101125,11/25/2010,4,25,694,Thursday,Thu,Weekday,48,101,11/22/2010,20101122,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/25/2009,
20101126,11/26/2010,5,26,695,Friday,Fri,Weekday,48,101,11/22/2010,20101122,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/26/2009,
20101127,11/27/2010,6,27,696,Saturday,Sat,Weekend,48,101,11/22/2010,20101122,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/27/2009,
20101128,11/28/2010,7,28,697,Sunday,Sun,Weekend,48,101,11/22/2010,20101122,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/28/2009,
20101129,11/29/2010,1,29,698,Monday,Mon,Weekday,49,102,11/29/2010,20101129,11,23,November,Nov,4,2010,201011,5,2,2011,Not Month End,11/29/2009,
20101130,11/30/2010,2,30,699,Tuesday,Tue,Weekday,49,102,11/29/2010,20101129,11,23,November,Nov,4,2010,201011,5,2,2011,Month End,11/30/2009,
20101201,12/1/2010,3,1,700,Wednesday,Wed,Weekday,49,102,11/29/2010,20101129,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/1/2009,
20101202,12/2/2010,4,2,701,Thursday,Thu,Weekday,49,102,11/29/2010,20101129,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/2/2009,
20101203,12/3/2010,5,3,702,Friday,Fri,Weekday,49,102,11/29/2010,20101129,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/3/2009,
20101204,12/4/2010,6,4,703,Saturday,Sat,Weekend,49,102,11/29/2010,20101129,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/4/2009,
20101205,12/5/2010,7,5,704,Sunday,Sun,Weekend,49,102,11/29/2010,20101129,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/5/2009,
20101206,12/6/2010,1,6,705,Monday,Mon,Weekday,50,103,12/6/2010,20101206,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/6/2009,
20101207,12/7/2010,2,7,706,Tuesday,Tue,Weekday,50,103,12/6/2010,20101206,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/7/2009,
20101208,12/8/2010,3,8,707,Wednesday,Wed,Weekday,50,103,12/6/2010,20101206,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/8/2009,
20101209,12/9/2010,4,9,708,Thursday,Thu,Weekday,50,103,12/6/2010,20101206,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/9/2009,
20101210,12/10/2010,5,10,709,Friday,Fri,Weekday,50,103,12/6/2010,20101206,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/10/2009,
20101211,12/11/2010,6,11,710,Saturday,Sat,Weekend,50,103,12/6/2010,20101206,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/11/2009,
20101212,12/12/2010,7,12,711,Sunday,Sun,Weekend,50,103,12/6/2010,20101206,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/12/2009,
20101213,12/13/2010,1,13,712,Monday,Mon,Weekday,51,104,12/13/2010,20101213,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/13/2009,
20101214,12/14/2010,2,14,713,Tuesday,Tue,Weekday,51,104,12/13/2010,20101213,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/14/2009,
20101215,12/15/2010,3,15,714,Wednesday,Wed,Weekday,51,104,12/13/2010,20101213,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/15/2009,
20101216,12/16/2010,4,16,715,Thursday,Thu,Weekday,51,104,12/13/2010,20101213,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/16/2009,
20101217,12/17/2010,5,17,716,Friday,Fri,Weekday,51,104,12/13/2010,20101213,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/17/2009,
20101218,12/18/2010,6,18,717,Saturday,Sat,Weekend,51,104,12/13/2010,20101213,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/18/2009,
20101219,12/19/2010,7,19,718,Sunday,Sun,Weekend,51,104,12/13/2010,20101213,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/19/2009,
20101220,12/20/2010,1,20,719,Monday,Mon,Weekday,52,105,12/20/2010,20101220,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/20/2009,
20101221,12/21/2010,2,21,720,Tuesday,Tue,Weekday,52,105,12/20/2010,20101220,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/21/2009,
20101222,12/22/2010,3,22,721,Wednesday,Wed,Weekday,52,105,12/20/2010,20101220,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/22/2009,
20101223,12/23/2010,4,23,722,Thursday,Thu,Weekday,52,105,12/20/2010,20101220,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/23/2009,
20101224,12/24/2010,5,24,723,Friday,Fri,Weekday,52,105,12/20/2010,20101220,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/24/2009,
20101225,12/25/2010,6,25,724,Saturday,Sat,Weekend,52,105,12/20/2010,20101220,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/25/2009,
20101226,12/26/2010,7,26,725,Sunday,Sun,Weekend,52,105,12/20/2010,20101220,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/26/2009,
20101227,12/27/2010,1,27,726,Monday,Mon,Weekday,53,106,12/27/2010,20101227,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/27/2009,
20101228,12/28/2010,2,28,727,Tuesday,Tue,Weekday,53,106,12/27/2010,20101227,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/28/2009,
20101229,12/29/2010,3,29,728,Wednesday,Wed,Weekday,53,106,12/27/2010,20101227,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/29/2009,
20101230,12/30/2010,4,30,729,Thursday,Thu,Weekday,53,106,12/27/2010,20101227,12,24,December,Dec,4,2010,201012,6,2,2011,Not Month End,12/30/2009,
20101231,12/31/2010,5,31,730,Friday,Fri,Weekday,53,106,12/27/2010,20101227,12,24,December,Dec,4,2010,201012,6,2,2011,Month End,12/31/2009,
20110101,1/1/2011,6,1,731,Saturday,Sat,Weekend,1,107,12/27/2010,20101227,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/1/2010,
20110102,1/2/2011,7,2,732,Sunday,Sun,Weekend,1,107,12/27/2010,20101227,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/2/2010,
20110103,1/3/2011,1,3,733,Monday,Mon,Weekday,2,108,1/3/2011,20110103,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/3/2010,
20110104,1/4/2011,2,4,734,Tuesday,Tue,Weekday,2,108,1/3/2011,20110103,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/4/2010,
20110105,1/5/2011,3,5,735,Wednesday,Wed,Weekday,2,108,1/3/2011,20110103,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/5/2010,
20110106,1/6/2011,4,6,736,Thursday,Thu,Weekday,2,108,1/3/2011,20110103,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/6/2010,
20110107,1/7/2011,5,7,737,Friday,Fri,Weekday,2,108,1/3/2011,20110103,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/7/2010,
20110108,1/8/2011,6,8,738,Saturday,Sat,Weekend,2,108,1/3/2011,20110103,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/8/2010,
20110109,1/9/2011,7,9,739,Sunday,Sun,Weekend,2,108,1/3/2011,20110103,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/9/2010,
20110110,1/10/2011,1,10,740,Monday,Mon,Weekday,3,109,1/10/2011,20110110,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/10/2010,
20110111,1/11/2011,2,11,741,Tuesday,Tue,Weekday,3,109,1/10/2011,20110110,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/11/2010,
20110112,1/12/2011,3,12,742,Wednesday,Wed,Weekday,3,109,1/10/2011,20110110,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/12/2010,
20110113,1/13/2011,4,13,743,Thursday,Thu,Weekday,3,109,1/10/2011,20110110,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/13/2010,
20110114,1/14/2011,5,14,744,Friday,Fri,Weekday,3,109,1/10/2011,20110110,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/14/2010,
20110115,1/15/2011,6,15,745,Saturday,Sat,Weekend,3,109,1/10/2011,20110110,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/15/2010,
20110116,1/16/2011,7,16,746,Sunday,Sun,Weekend,3,109,1/10/2011,20110110,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/16/2010,
20110117,1/17/2011,1,17,747,Monday,Mon,Weekday,4,110,1/17/2011,20110117,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/17/2010,
20110118,1/18/2011,2,18,748,Tuesday,Tue,Weekday,4,110,1/17/2011,20110117,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/18/2010,
20110119,1/19/2011,3,19,749,Wednesday,Wed,Weekday,4,110,1/17/2011,20110117,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/19/2010,
20110120,1/20/2011,4,20,750,Thursday,Thu,Weekday,4,110,1/17/2011,20110117,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/20/2010,
20110121,1/21/2011,5,21,751,Friday,Fri,Weekday,4,110,1/17/2011,20110117,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/21/2010,
20110122,1/22/2011,6,22,752,Saturday,Sat,Weekend,4,110,1/17/2011,20110117,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/22/2010,
20110123,1/23/2011,7,23,753,Sunday,Sun,Weekend,4,110,1/17/2011,20110117,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/23/2010,
20110124,1/24/2011,1,24,754,Monday,Mon,Weekday,5,111,1/24/2011,20110124,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/24/2010,
20110125,1/25/2011,2,25,755,Tuesday,Tue,Weekday,5,111,1/24/2011,20110124,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/25/2010,
20110126,1/26/2011,3,26,756,Wednesday,Wed,Weekday,5,111,1/24/2011,20110124,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/26/2010,
20110127,1/27/2011,4,27,757,Thursday,Thu,Weekday,5,111,1/24/2011,20110124,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/27/2010,
20110128,1/28/2011,5,28,758,Friday,Fri,Weekday,5,111,1/24/2011,20110124,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/28/2010,
20110129,1/29/2011,6,29,759,Saturday,Sat,Weekend,5,111,1/24/2011,20110124,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/29/2010,
20110130,1/30/2011,7,30,760,Sunday,Sun,Weekend,5,111,1/24/2011,20110124,1,25,January,Jan,1,2011,201101,7,3,2011,Not Month End,1/30/2010,
20110131,1/31/2011,1,31,761,Monday,Mon,Weekday,6,112,1/31/2011,20110131,1,25,January,Jan,1,2011,201101,7,3,2011,Month End,1/31/2010,
20110201,2/1/2011,2,1,762,Tuesday,Tue,Weekday,6,112,1/31/2011,20110131,2,26,February,Feb,1,2011,201102,8,3,2011,Not Month End,2/1/2010,
