date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag,same day year ago,
20131005,10/5/2013,6,5,1739,Saturday,Sat,Weekend,40,253,9/30/2013,20130930,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/5/2012,
20131006,10/6/2013,7,6,1740,Sunday,Sun,Weekend,40,253,9/30/2013,20130930,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/6/2012,
20131007,10/7/2013,1,7,1741,Monday,Mon,Weekday,41,254,10/7/2013,20131007,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/7/2012,
20131008,10/8/2013,2,8,1742,Tuesday,Tue,Weekday,41,254,10/7/2013,20131007,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/8/2012,
20131009,10/9/2013,3,9,1743,Wednesday,Wed,Weekday,41,254,10/7/2013,20131007,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/9/2012,
20131010,10/10/2013,4,10,1744,Thursday,Thu,Weekday,41,254,10/7/2013,20131007,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/10/2012,
20131011,10/11/2013,5,11,1745,Friday,Fri,Weekday,41,254,10/7/2013,20131007,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/11/2012,
20131012,10/12/2013,6,12,1746,Saturday,Sat,Weekend,41,254,10/7/2013,20131007,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/12/2012,
20131013,10/13/2013,7,13,1747,Sunday,Sun,Weekend,41,254,10/7/2013,20131007,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/13/2012,
20131014,10/14/2013,1,14,1748,Monday,Mon,Weekday,42,255,10/14/2013,20131014,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/14/2012,
20131015,10/15/2013,2,15,1749,Tuesday,Tue,Weekday,42,255,10/14/2013,20131014,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/15/2012,
20131016,10/16/2013,3,16,1750,Wednesday,Wed,Weekday,42,255,10/14/2013,20131014,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/16/2012,
20131017,10/17/2013,4,17,1751,Thursday,Thu,Weekday,42,255,10/14/2013,20131014,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/17/2012,
20131018,10/18/2013,5,18,1752,Friday,Fri,Weekday,42,255,10/14/2013,20131014,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/18/2012,
20131019,10/19/2013,6,19,1753,Saturday,Sat,Weekend,42,255,10/14/2013,20131014,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/19/2012,
20131020,10/20/2013,7,20,1754,Sunday,Sun,Weekend,42,255,10/14/2013,20131014,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/20/2012,
20131021,10/21/2013,1,21,1755,Monday,Mon,Weekday,43,256,10/21/2013,20131021,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/21/2012,
20131022,10/22/2013,2,22,1756,Tuesday,Tue,Weekday,43,256,10/21/2013,20131021,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/22/2012,
20131023,10/23/2013,3,23,1757,Wednesday,Wed,Weekday,43,256,10/21/2013,20131021,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/23/2012,
20131024,10/24/2013,4,24,1758,Thursday,Thu,Weekday,43,256,10/21/2013,20131021,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/24/2012,
20131025,10/25/2013,5,25,1759,Friday,Fri,Weekday,43,256,10/21/2013,20131021,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/25/2012,
20131026,10/26/2013,6,26,1760,Saturday,Sat,Weekend,43,256,10/21/2013,20131021,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/26/2012,
20131027,10/27/2013,7,27,1761,Sunday,Sun,Weekend,43,256,10/21/2013,20131021,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/27/2012,
20131028,10/28/2013,1,28,1762,Monday,Mon,Weekday,44,257,10/28/2013,20131028,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/28/2012,
20131029,10/29/2013,2,29,1763,Tuesday,Tue,Weekday,44,257,10/28/2013,20131028,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/29/2012,
20131030,10/30/2013,3,30,1764,Wednesday,Wed,Weekday,44,257,10/28/2013,20131028,10,58,October,Oct,4,2013,201310,4,2,2014,Not Month End,10/30/2012,
20131031,10/31/2013,4,31,1765,Thursday,Thu,Weekday,44,257,10/28/2013,20131028,10,58,October,Oct,4,2013,201310,4,2,2014,Month End,10/31/2012,
20131101,11/1/2013,5,1,1766,Friday,Fri,Weekday,44,257,10/28/2013,20131028,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/1/2012,
20131102,11/2/2013,6,2,1767,Saturday,Sat,Weekend,44,257,10/28/2013,20131028,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/2/2012,
20131103,11/3/2013,7,3,1768,Sunday,Sun,Weekend,44,257,10/28/2013,20131028,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/3/2012,
20131104,11/4/2013,1,4,1769,Monday,Mon,Weekday,45,258,11/4/2013,20131104,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/4/2012,
20131105,11/5/2013,2,5,1770,Tuesday,Tue,Weekday,45,258,11/4/2013,20131104,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/5/2012,
20131106,11/6/2013,3,6,1771,Wednesday,Wed,Weekday,45,258,11/4/2013,20131104,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/6/2012,
20131107,11/7/2013,4,7,1772,Thursday,Thu,Weekday,45,258,11/4/2013,20131104,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/7/2012,
20131108,11/8/2013,5,8,1773,Friday,Fri,Weekday,45,258,11/4/2013,20131104,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/8/2012,
20131109,11/9/2013,6,9,1774,Saturday,Sat,Weekend,45,258,11/4/2013,20131104,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/9/2012,
20131110,11/10/2013,7,10,1775,Sunday,Sun,Weekend,45,258,11/4/2013,20131104,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/10/2012,
20131111,11/11/2013,1,11,1776,Monday,Mon,Weekday,46,259,11/11/2013,20131111,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/11/2012,
20131112,11/12/2013,2,12,1777,Tuesday,Tue,Weekday,46,259,11/11/2013,20131111,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/12/2012,
20131113,11/13/2013,3,13,1778,Wednesday,Wed,Weekday,46,259,11/11/2013,20131111,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/13/2012,
20131114,11/14/2013,4,14,1779,Thursday,Thu,Weekday,46,259,11/11/2013,20131111,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/14/2012,
20131115,11/15/2013,5,15,1780,Friday,Fri,Weekday,46,259,11/11/2013,20131111,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/15/2012,
20131116,11/16/2013,6,16,1781,Saturday,Sat,Weekend,46,259,11/11/2013,20131111,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/16/2012,
20131117,11/17/2013,7,17,1782,Sunday,Sun,Weekend,46,259,11/11/2013,20131111,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/17/2012,
20131118,11/18/2013,1,18,1783,Monday,Mon,Weekday,47,260,11/18/2013,20131118,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/18/2012,
20131119,11/19/2013,2,19,1784,Tuesday,Tue,Weekday,47,260,11/18/2013,20131118,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/19/2012,
20131120,11/20/2013,3,20,1785,Wednesday,Wed,Weekday,47,260,11/18/2013,20131118,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/20/2012,
20131121,11/21/2013,4,21,1786,Thursday,Thu,Weekday,47,260,11/18/2013,20131118,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/21/2012,
20131122,11/22/2013,5,22,1787,Friday,Fri,Weekday,47,260,11/18/2013,20131118,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/22/2012,
20131123,11/23/2013,6,23,1788,Saturday,Sat,Weekend,47,260,11/18/2013,20131118,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/23/2012,
20131124,11/24/2013,7,24,1789,Sunday,Sun,Weekend,47,260,11/18/2013,20131118,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/24/2012,
20131125,11/25/2013,1,25,1790,Monday,Mon,Weekday,48,261,11/25/2013,20131125,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/25/2012,
20131126,11/26/2013,2,26,1791,Tuesday,Tue,Weekday,48,261,11/25/2013,20131125,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/26/2012,
20131127,11/27/2013,3,27,1792,Wednesday,Wed,Weekday,48,261,11/25/2013,20131125,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/27/2012,
20131128,11/28/2013,4,28,1793,Thursday,Thu,Weekday,48,261,11/25/2013,20131125,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/28/2012,
20131129,11/29/2013,5,29,1794,Friday,Fri,Weekday,48,261,11/25/2013,20131125,11,59,November,Nov,4,2013,201311,5,2,2014,Not Month End,11/29/2012,
20131130,11/30/2013,6,30,1795,Saturday,Sat,Weekend,48,261,11/25/2013,20131125,11,59,November,Nov,4,2013,201311,5,2,2014,Month End,11/30/2012,
20131201,12/1/2013,7,1,1796,Sunday,Sun,Weekend,48,261,11/25/2013,20131125,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/1/2012,
20131202,12/2/2013,1,2,1797,Monday,Mon,Weekday,49,262,12/2/2013,20131202,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/2/2012,
20131203,12/3/2013,2,3,1798,Tuesday,Tue,Weekday,49,262,12/2/2013,20131202,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/3/2012,
20131204,12/4/2013,3,4,1799,Wednesday,Wed,Weekday,49,262,12/2/2013,20131202,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/4/2012,
20131205,12/5/2013,4,5,1800,Thursday,Thu,Weekday,49,262,12/2/2013,20131202,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/5/2012,
20131206,12/6/2013,5,6,1801,Friday,Fri,Weekday,49,262,12/2/2013,20131202,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/6/2012,
20131207,12/7/2013,6,7,1802,Saturday,Sat,Weekend,49,262,12/2/2013,20131202,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/7/2012,
20131208,12/8/2013,7,8,1803,Sunday,Sun,Weekend,49,262,12/2/2013,20131202,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/8/2012,
20131209,12/9/2013,1,9,1804,Monday,Mon,Weekday,50,263,12/9/2013,20131209,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/9/2012,
20131210,12/10/2013,2,10,1805,Tuesday,Tue,Weekday,50,263,12/9/2013,20131209,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/10/2012,
20131211,12/11/2013,3,11,1806,Wednesday,Wed,Weekday,50,263,12/9/2013,20131209,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/11/2012,
20131212,12/12/2013,4,12,1807,Thursday,Thu,Weekday,50,263,12/9/2013,20131209,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/12/2012,
20131213,12/13/2013,5,13,1808,Friday,Fri,Weekday,50,263,12/9/2013,20131209,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/13/2012,
20131214,12/14/2013,6,14,1809,Saturday,Sat,Weekend,50,263,12/9/2013,20131209,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/14/2012,
20131215,12/15/2013,7,15,1810,Sunday,Sun,Weekend,50,263,12/9/2013,20131209,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/15/2012,
20131216,12/16/2013,1,16,1811,Monday,Mon,Weekday,51,264,12/16/2013,20131216,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/16/2012,
20131217,12/17/2013,2,17,1812,Tuesday,Tue,Weekday,51,264,12/16/2013,20131216,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/17/2012,
20131218,12/18/2013,3,18,1813,Wednesday,Wed,Weekday,51,264,12/16/2013,20131216,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/18/2012,
20131219,12/19/2013,4,19,1814,Thursday,Thu,Weekday,51,264,12/16/2013,20131216,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/19/2012,
20131220,12/20/2013,5,20,1815,Friday,Fri,Weekday,51,264,12/16/2013,20131216,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/20/2012,
20131221,12/21/2013,6,21,1816,Saturday,Sat,Weekend,51,264,12/16/2013,20131216,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/21/2012,
20131222,12/22/2013,7,22,1817,Sunday,Sun,Weekend,51,264,12/16/2013,20131216,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/22/2012,
20131223,12/23/2013,1,23,1818,Monday,Mon,Weekday,52,265,12/23/2013,20131223,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/23/2012,
20131224,12/24/2013,2,24,1819,Tuesday,Tue,Weekday,52,265,12/23/2013,20131223,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/24/2012,
20131225,12/25/2013,3,25,1820,Wednesday,Wed,Weekday,52,265,12/23/2013,20131223,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/25/2012,
20131226,12/26/2013,4,26,1821,Thursday,Thu,Weekday,52,265,12/23/2013,20131223,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/26/2012,
20131227,12/27/2013,5,27,1822,Friday,Fri,Weekday,52,265,12/23/2013,20131223,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/27/2012,
20131228,12/28/2013,6,28,1823,Saturday,Sat,Weekend,52,265,12/23/2013,20131223,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/28/2012,
20131229,12/29/2013,7,29,1824,Sunday,Sun,Weekend,52,265,12/23/2013,20131223,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/29/2012,
20131230,12/30/2013,1,30,1825,Monday,Mon,Weekday,53,266,12/30/2013,20131230,12,60,December,Dec,4,2013,201312,6,2,2014,Not Month End,12/30/2012,
20131231,12/31/2013,2,31,1826,Tuesday,Tue,Weekday,53,266,12/30/2013,20131230,12,60,December,Dec,4,2013,201312,6,2,2014,Month End,12/31/2012,
20140101,1/1/2014,3,1,1827,Wednesday,Wed,Weekday,1,267,12/30/2013,20131230,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/1/2013,
20140102,1/2/2014,4,2,1828,Thursday,Thu,Weekday,1,267,12/30/2013,20131230,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/2/2013,
20140103,1/3/2014,5,3,1829,Friday,Fri,Weekday,1,267,12/30/2013,20131230,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/3/2013,
20140104,1/4/2014,6,4,1830,Saturday,Sat,Weekend,1,267,12/30/2013,20131230,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/4/2013,
20140105,1/5/2014,7,5,1831,Sunday,Sun,Weekend,1,267,12/30/2013,20131230,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/5/2013,
20140106,1/6/2014,1,6,1832,Monday,Mon,Weekday,2,268,1/6/2014,20140106,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/6/2013,
20140107,1/7/2014,2,7,1833,Tuesday,Tue,Weekday,2,268,1/6/2014,20140106,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/7/2013,
20140108,1/8/2014,3,8,1834,Wednesday,Wed,Weekday,2,268,1/6/2014,20140106,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/8/2013,
20140109,1/9/2014,4,9,1835,Thursday,Thu,Weekday,2,268,1/6/2014,20140106,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/9/2013,
20140110,1/10/2014,5,10,1836,Friday,Fri,Weekday,2,268,1/6/2014,20140106,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/10/2013,
20140111,1/11/2014,6,11,1837,Saturday,Sat,Weekend,2,268,1/6/2014,20140106,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/11/2013,
20140112,1/12/2014,7,12,1838,Sunday,Sun,Weekend,2,268,1/6/2014,20140106,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/12/2013,
20140113,1/13/2014,1,13,1839,Monday,Mon,Weekday,3,269,1/13/2014,20140113,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/13/2013,
20140114,1/14/2014,2,14,1840,Tuesday,Tue,Weekday,3,269,1/13/2014,20140113,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/14/2013,
20140115,1/15/2014,3,15,1841,Wednesday,Wed,Weekday,3,269,1/13/2014,20140113,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/15/2013,
20140116,1/16/2014,4,16,1842,Thursday,Thu,Weekday,3,269,1/13/2014,20140113,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/16/2013,
20140117,1/17/2014,5,17,1843,Friday,Fri,Weekday,3,269,1/13/2014,20140113,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/17/2013,
20140118,1/18/2014,6,18,1844,Saturday,Sat,Weekend,3,269,1/13/2014,20140113,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/18/2013,
20140119,1/19/2014,7,19,1845,Sunday,Sun,Weekend,3,269,1/13/2014,20140113,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/19/2013,
20140120,1/20/2014,1,20,1846,Monday,Mon,Weekday,4,270,1/20/2014,20140120,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/20/2013,
20140121,1/21/2014,2,21,1847,Tuesday,Tue,Weekday,4,270,1/20/2014,20140120,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/21/2013,
20140122,1/22/2014,3,22,1848,Wednesday,Wed,Weekday,4,270,1/20/2014,20140120,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/22/2013,
20140123,1/23/2014,4,23,1849,Thursday,Thu,Weekday,4,270,1/20/2014,20140120,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/23/2013,
20140124,1/24/2014,5,24,1850,Friday,Fri,Weekday,4,270,1/20/2014,20140120,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/24/2013,
20140125,1/25/2014,6,25,1851,Saturday,Sat,Weekend,4,270,1/20/2014,20140120,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/25/2013,
20140126,1/26/2014,7,26,1852,Sunday,Sun,Weekend,4,270,1/20/2014,20140120,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/26/2013,
20140127,1/27/2014,1,27,1853,Monday,Mon,Weekday,5,271,1/27/2014,20140127,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/27/2013,
20140128,1/28/2014,2,28,1854,Tuesday,Tue,Weekday,5,271,1/27/2014,20140127,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/28/2013,
20140129,1/29/2014,3,29,1855,Wednesday,Wed,Weekday,5,271,1/27/2014,20140127,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/29/2013,
20140130,1/30/2014,4,30,1856,Thursday,Thu,Weekday,5,271,1/27/2014,20140127,1,61,January,Jan,1,2014,201401,7,3,2014,Not Month End,1/30/2013,
20140131,1/31/2014,5,31,1857,Friday,Fri,Weekday,5,271,1/27/2014,20140127,1,61,January,Jan,1,2014,201401,7,3,2014,Month End,1/31/2013,
20140201,2/1/2014,6,1,1858,Saturday,Sat,Weekend,5,271,1/27/2014,20140127,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/1/2013,
20140202,2/2/2014,7,2,1859,Sunday,Sun,Weekend,5,271,1/27/2014,20140127,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/2/2013,
20140203,2/3/2014,1,3,1860,Monday,Mon,Weekday,6,272,2/3/2014,20140203,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/3/2013,
20140204,2/4/2014,2,4,1861,Tuesday,Tue,Weekday,6,272,2/3/2014,20140203,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/4/2013,
20140205,2/5/2014,3,5,1862,Wednesday,Wed,Weekday,6,272,2/3/2014,20140203,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/5/2013,
20140206,2/6/2014,4,6,1863,Thursday,Thu,Weekday,6,272,2/3/2014,20140203,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/6/2013,
20140207,2/7/2014,5,7,1864,Friday,Fri,Weekday,6,272,2/3/2014,20140203,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/7/2013,
20140208,2/8/2014,6,8,1865,Saturday,Sat,Weekend,6,272,2/3/2014,20140203,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/8/2013,
20140209,2/9/2014,7,9,1866,Sunday,Sun,Weekend,6,272,2/3/2014,20140203,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/9/2013,
20140210,2/10/2014,1,10,1867,Monday,Mon,Weekday,7,273,2/10/2014,20140210,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/10/2013,
20140211,2/11/2014,2,11,1868,Tuesday,Tue,Weekday,7,273,2/10/2014,20140210,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/11/2013,
20140212,2/12/2014,3,12,1869,Wednesday,Wed,Weekday,7,273,2/10/2014,20140210,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/12/2013,
20140213,2/13/2014,4,13,1870,Thursday,Thu,Weekday,7,273,2/10/2014,20140210,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/13/2013,
20140214,2/14/2014,5,14,1871,Friday,Fri,Weekday,7,273,2/10/2014,20140210,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/14/2013,
20140215,2/15/2014,6,15,1872,Saturday,Sat,Weekend,7,273,2/10/2014,20140210,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/15/2013,
20140216,2/16/2014,7,16,1873,Sunday,Sun,Weekend,7,273,2/10/2014,20140210,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/16/2013,
20140217,2/17/2014,1,17,1874,Monday,Mon,Weekday,8,274,2/17/2014,20140217,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/17/2013,
20140218,2/18/2014,2,18,1875,Tuesday,Tue,Weekday,8,274,2/17/2014,20140217,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/18/2013,
20140219,2/19/2014,3,19,1876,Wednesday,Wed,Weekday,8,274,2/17/2014,20140217,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/19/2013,
20140220,2/20/2014,4,20,1877,Thursday,Thu,Weekday,8,274,2/17/2014,20140217,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/20/2013,
20140221,2/21/2014,5,21,1878,Friday,Fri,Weekday,8,274,2/17/2014,20140217,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/21/2013,
20140222,2/22/2014,6,22,1879,Saturday,Sat,Weekend,8,274,2/17/2014,20140217,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/22/2013,
20140223,2/23/2014,7,23,1880,Sunday,Sun,Weekend,8,274,2/17/2014,20140217,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/23/2013,
20140224,2/24/2014,1,24,1881,Monday,Mon,Weekday,9,275,2/24/2014,20140224,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/24/2013,
20140225,2/25/2014,2,25,1882,Tuesday,Tue,Weekday,9,275,2/24/2014,20140224,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/25/2013,
20140226,2/26/2014,3,26,1883,Wednesday,Wed,Weekday,9,275,2/24/2014,20140224,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/26/2013,
20140227,2/27/2014,4,27,1884,Thursday,Thu,Weekday,9,275,2/24/2014,20140224,2,62,February,Feb,1,2014,201402,8,3,2014,Not Month End,2/27/2013,
20140228,2/28/2014,5,28,1885,Friday,Fri,Weekday,9,275,2/24/2014,20140224,2,62,February,Feb,1,2014,201402,8,3,2014,Month End,2/28/2013,
20140301,3/1/2014,6,1,1886,Saturday,Sat,Weekend,9,275,2/24/2014,20140224,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/1/2013,
20140302,3/2/2014,7,2,1887,Sunday,Sun,Weekend,9,275,2/24/2014,20140224,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/2/2013,
20140303,3/3/2014,1,3,1888,Monday,Mon,Weekday,10,276,3/3/2014,20140303,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/3/2013,
20140304,3/4/2014,2,4,1889,Tuesday,Tue,Weekday,10,276,3/3/2014,20140303,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/4/2013,
20140305,3/5/2014,3,5,1890,Wednesday,Wed,Weekday,10,276,3/3/2014,20140303,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/5/2013,
20140306,3/6/2014,4,6,1891,Thursday,Thu,Weekday,10,276,3/3/2014,20140303,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/6/2013,
20140307,3/7/2014,5,7,1892,Friday,Fri,Weekday,10,276,3/3/2014,20140303,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/7/2013,
20140308,3/8/2014,6,8,1893,Saturday,Sat,Weekend,10,276,3/3/2014,20140303,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/8/2013,
20140309,3/9/2014,7,9,1894,Sunday,Sun,Weekend,10,276,3/3/2014,20140303,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/9/2013,
20140310,3/10/2014,1,10,1895,Monday,Mon,Weekday,11,277,3/10/2014,20140310,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/10/2013,
20140311,3/11/2014,2,11,1896,Tuesday,Tue,Weekday,11,277,3/10/2014,20140310,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/11/2013,
20140312,3/12/2014,3,12,1897,Wednesday,Wed,Weekday,11,277,3/10/2014,20140310,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/12/2013,
20140313,3/13/2014,4,13,1898,Thursday,Thu,Weekday,11,277,3/10/2014,20140310,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/13/2013,
20140314,3/14/2014,5,14,1899,Friday,Fri,Weekday,11,277,3/10/2014,20140310,3,63,March,Mar,1,2014,201403,9,3,2014,Not Month End,3/14/2013,
